voc1,no2,eth,co,tag
4.81,4.91,4.75,4.99,orange
4.8,4.91,4.76,4.98,orange
4.81,4.91,4.76,4.98,orange
4.81,4.91,4.76,4.99,orange
4.81,4.91,4.75,4.98,orange
4.81,4.9,4.75,4.98,orange
4.8,4.91,4.75,4.98,orange
4.81,4.9,4.75,4.99,orange
4.81,4.91,4.75,4.99,orange
4.81,4.91,4.75,4.99,orange
4.81,4.9,4.75,4.98,orange
4.81,4.9,4.75,4.98,orange
4.81,4.9,4.75,4.98,orange
4.81,4.9,4.75,4.98,orange
4.81,4.9,4.75,4.98,orange
4.8,4.91,4.75,4.99,orange
4.81,4.9,4.75,4.98,orange
4.8,4.9,4.75,4.98,orange
4.81,4.9,4.75,4.98,orange
4.8,4.9,4.75,4.98,orange
4.8,4.9,4.75,4.98,orange
4.8,4.9,4.75,4.98,orange
4.8,4.9,4.75,4.98,orange
4.8,4.9,4.75,4.98,orange
4.8,4.9,4.75,4.98,orange
4.8,4.9,4.75,4.98,orange
4.81,4.9,4.75,4.98,orange
4.8,4.9,4.75,4.98,orange
4.8,4.9,4.75,4.98,orange
4.8,4.9,4.74,4.98,orange
4.79,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.99,orange
4.8,4.9,4.74,4.99,orange
4.8,4.9,4.74,4.98,orange
4.8,4.91,4.75,4.98,orange
4.8,4.9,4.74,4.98,orange
4.79,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.99,orange
4.79,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.99,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.99,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.98,orange
4.8,4.89,4.74,4.98,orange
4.8,4.89,4.74,4.98,orange
4.79,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.99,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.73,4.98,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.74,4.98,orange
4.79,4.9,4.73,4.98,orange
4.8,4.9,4.74,4.98,orange
4.8,4.9,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.8,4.89,4.73,4.98,orange
4.8,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.8,4.9,4.74,4.98,orange
4.79,4.89,4.73,4.98,orange
4.8,4.9,4.73,4.98,orange
4.8,4.9,4.73,4.98,orange
4.8,4.9,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.8,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.8,4.9,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.9,4.73,4.99,orange
4.78,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.73,4.98,orange
4.79,4.89,4.72,4.98,orange
4.8,4.9,4.73,4.98,orange
4.79,4.89,4.72,4.98,orange
4.79,4.89,4.72,4.98,orange
0.78,2.11,0.43,2.07,tea
0.78,2.11,0.43,2.07,tea
0.78,2.12,0.43,2.07,tea
0.78,2.12,0.43,2.08,tea
0.78,2.12,0.43,2.07,tea
0.78,2.11,0.43,2.07,tea
0.78,2.11,0.43,2.07,tea
0.78,2.11,0.43,2.07,tea
0.78,2.11,0.43,2.08,tea
0.79,2.11,0.43,2.08,tea
0.78,2.11,0.43,2.08,tea
0.78,2.11,0.43,2.07,tea
0.78,2.11,0.43,2.08,tea
0.78,2.11,0.43,2.08,tea
0.78,2.12,0.43,2.08,tea
0.78,2.11,0.43,2.07,tea
0.79,2.12,0.43,2.07,tea
0.79,2.12,0.43,2.08,tea
0.78,2.12,0.43,2.07,tea
0.79,2.12,0.43,2.07,tea
0.79,2.12,0.43,2.07,tea
0.79,2.12,0.43,2.06,tea
0.79,2.11,0.43,2.06,tea
0.79,2.12,0.43,2.06,tea
0.79,2.11,0.43,2.06,tea
0.79,2.11,0.43,2.06,tea
0.79,2.12,0.43,2.06,tea
0.79,2.11,0.43,2.06,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.42,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.42,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.03,tea
0.79,2.11,0.42,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.04,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.8,2.11,0.43,2.06,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.06,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.8,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.8,2.11,0.43,2.06,tea
0.79,2.12,0.43,2.05,tea
0.8,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.8,2.11,0.43,2.05,tea
0.8,2.11,0.43,2.05,tea
0.8,2.11,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.79,2.12,0.43,2.05,tea
0.8,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.05,tea
0.79,2.11,0.43,2.06,tea
0.8,2.11,0.43,2.05,tea
0.8,2.11,0.43,2.05,tea
0.8,2.11,0.43,2.05,tea
0.8,2.11,0.43,2.05,tea
0.8,2.11,0.43,2.05,tea
0.8,2.11,0.43,2.06,tea
0.8,2.11,0.43,2.05,tea
0.8,2.11,0.43,2.05,tea
0.8,2.12,0.43,2.06,tea
0.8,2.11,0.43,2.06,tea
0.8,2.11,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.11,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.06,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.04,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.13,0.43,2.04,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.13,0.43,2.05,tea
0.8,2.13,0.43,2.05,tea
0.81,2.13,0.43,2.05,tea
0.81,2.13,0.43,2.05,tea
0.81,2.13,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.13,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.04,tea
0.81,2.13,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.13,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.8,2.12,0.43,2.05,tea
0.81,2.13,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.13,0.43,2.05,tea
0.81,2.12,0.43,2.05,tea
0.81,2.13,0.43,2.05,tea
0.81,2.13,0.43,2.05,tea
0.81,2.13,0.43,2.05,tea
1.26,2.37,0.8,2.44,tea
1.26,2.38,0.8,2.44,tea
1.26,2.38,0.8,2.44,tea
1.26,2.38,0.8,2.44,tea
1.27,2.38,0.8,2.44,tea
1.27,2.38,0.8,2.44,tea
1.27,2.38,0.8,2.44,tea
1.27,2.38,0.8,2.44,tea
1.27,2.38,0.8,2.44,tea
1.27,2.38,0.8,2.44,tea
1.28,2.38,0.8,2.45,tea
1.28,2.38,0.8,2.45,tea
1.28,2.38,0.81,2.45,tea
1.28,2.38,0.8,2.45,tea
1.28,2.39,0.81,2.45,tea
1.28,2.39,0.81,2.45,tea
1.28,2.39,0.81,2.45,tea
1.28,2.39,0.81,2.45,tea
1.28,2.39,0.81,2.45,tea
1.28,2.39,0.81,2.45,tea
1.28,2.39,0.81,2.45,tea
1.28,2.39,0.81,2.45,tea
1.29,2.39,0.81,2.46,tea
1.29,2.39,0.81,2.45,tea
1.29,2.39,0.81,2.45,tea
1.29,2.39,0.81,2.46,tea
1.29,2.39,0.81,2.46,tea
1.29,2.39,0.81,2.46,tea
1.29,2.39,0.81,2.46,tea
1.29,2.39,0.81,2.46,tea
1.3,2.39,0.81,2.46,tea
1.3,2.39,0.81,2.46,tea
1.3,2.39,0.81,2.46,tea
1.3,2.39,0.82,2.46,tea
1.3,2.39,0.82,2.46,tea
1.3,2.39,0.82,2.46,tea
1.3,2.39,0.82,2.46,tea
1.3,2.39,0.82,2.46,tea
1.3,2.4,0.82,2.46,tea
1.3,2.4,0.82,2.46,tea
1.3,2.4,0.82,2.46,tea
1.3,2.4,0.82,2.47,tea
1.3,2.4,0.82,2.47,tea
1.31,2.4,0.82,2.46,tea
1.3,2.4,0.82,2.47,tea
1.31,2.4,0.82,2.47,tea
1.31,2.4,0.82,2.47,tea
1.31,2.4,0.82,2.47,tea
1.31,2.4,0.82,2.47,tea
1.31,2.4,0.82,2.47,tea
1.31,2.4,0.82,2.47,tea
1.31,2.41,0.82,2.47,tea
1.31,2.4,0.82,2.47,tea
1.32,2.4,0.82,2.48,tea
1.32,2.4,0.83,2.48,tea
1.32,2.4,0.83,2.48,tea
1.32,2.4,0.83,2.48,tea
1.32,2.41,0.83,2.47,tea
1.32,2.41,0.83,2.48,tea
1.32,2.41,0.83,2.48,tea
1.32,2.41,0.83,2.48,tea
1.32,2.41,0.83,2.48,tea
1.33,2.41,0.83,2.48,tea
1.32,2.41,0.83,2.48,tea
1.33,2.41,0.83,2.48,tea
1.33,2.41,0.83,2.48,tea
1.33,2.41,0.83,2.48,tea
1.33,2.41,0.83,2.48,tea
1.33,2.41,0.83,2.48,tea
1.33,2.41,0.84,2.49,tea
1.33,2.41,0.83,2.48,tea
1.33,2.42,0.84,2.49,tea
1.33,2.41,0.84,2.49,tea
1.34,2.41,0.84,2.49,tea
1.34,2.41,0.84,2.49,tea
1.34,2.42,0.84,2.49,tea
1.33,2.42,0.84,2.49,tea
1.34,2.42,0.84,2.49,tea
1.34,2.41,0.84,2.49,tea
1.34,2.42,0.84,2.49,tea
1.34,2.42,0.84,2.49,tea
1.34,2.42,0.84,2.49,tea
1.35,2.42,0.84,2.49,tea
1.35,2.42,0.84,2.49,tea
1.35,2.42,0.84,2.49,tea
1.35,2.42,0.84,2.49,tea
1.35,2.42,0.84,2.5,tea
1.35,2.42,0.84,2.5,tea
1.35,2.42,0.84,2.5,tea
1.35,2.42,0.85,2.5,tea
1.35,2.43,0.84,2.5,tea
1.35,2.43,0.84,2.5,tea
1.35,2.43,0.85,2.5,tea
1.35,2.42,0.85,2.5,tea
1.35,2.43,0.85,2.5,tea
1.35,2.43,0.85,2.5,tea
1.36,2.43,0.85,2.5,tea
1.36,2.43,0.85,2.5,tea
1.36,2.43,0.85,2.51,tea
1.36,2.43,0.85,2.5,tea
1.36,2.43,0.85,2.51,tea
1.36,2.44,0.85,2.5,tea
1.36,2.44,0.85,2.51,tea
1.36,2.43,0.85,2.5,tea
1.36,2.44,0.85,2.51,tea
1.36,2.44,0.85,2.51,tea
1.36,2.44,0.85,2.51,tea
1.37,2.44,0.85,2.51,tea
1.37,2.44,0.85,2.51,tea
1.37,2.44,0.85,2.51,tea
1.37,2.44,0.85,2.51,tea
1.37,2.44,0.85,2.52,tea
1.37,2.44,0.86,2.51,tea
1.37,2.44,0.86,2.52,tea
1.37,2.44,0.85,2.51,tea
1.38,2.44,0.86,2.51,tea
1.38,2.44,0.86,2.52,tea
1.37,2.44,0.86,2.51,tea
1.38,2.44,0.86,2.52,tea
1.38,2.44,0.86,2.52,tea
1.38,2.44,0.86,2.52,tea
1.38,2.45,0.86,2.52,tea
1.38,2.44,0.86,2.52,tea
1.38,2.45,0.86,2.52,tea
1.38,2.45,0.86,2.52,tea
1.38,2.44,0.86,2.52,tea
1.38,2.44,0.86,2.52,tea
1.39,2.45,0.86,2.52,tea
1.38,2.45,0.86,2.52,tea
1.39,2.45,0.87,2.52,tea
1.39,2.45,0.86,2.52,tea
1.39,2.45,0.86,2.52,tea
1.39,2.45,0.86,2.52,tea
1.39,2.45,0.86,2.52,tea
1.39,2.45,0.87,2.53,tea
1.39,2.45,0.87,2.52,tea
1.39,2.45,0.87,2.52,tea
1.39,2.45,0.87,2.53,tea
1.39,2.45,0.87,2.52,tea
1.39,2.45,0.87,2.53,tea
1.39,2.45,0.87,2.53,tea
1.4,2.45,0.87,2.53,tea
1.4,2.45,0.87,2.53,tea
1.4,2.45,0.87,2.53,tea
1.4,2.46,0.87,2.53,tea
1.4,2.46,0.87,2.54,tea
1.4,2.46,0.87,2.53,tea
1.4,2.46,0.87,2.53,tea
1.4,2.46,0.87,2.53,tea
1.4,2.46,0.87,2.53,tea
1.4,2.46,0.87,2.53,tea
1.4,2.46,0.87,2.53,tea
1.4,2.46,0.87,2.53,tea
1.4,2.46,0.87,2.53,tea
1.41,2.46,0.87,2.54,tea
1.41,2.46,0.87,2.53,tea
1.41,2.46,0.87,2.54,tea
1.41,2.46,0.87,2.54,tea
1.41,2.46,0.87,2.54,tea
1.41,2.46,0.87,2.54,tea
1.41,2.46,0.87,2.53,tea
1.41,2.47,0.88,2.54,tea
1.41,2.46,0.87,2.54,tea
1.42,2.47,0.88,2.54,tea
1.41,2.46,0.87,2.54,tea
1.41,2.47,0.88,2.54,tea
1.42,2.47,0.88,2.54,tea
1.41,2.47,0.88,2.55,tea
1.42,2.47,0.88,2.55,tea
1.42,2.47,0.87,2.54,tea
1.42,2.47,0.88,2.55,tea
1.42,2.47,0.88,2.55,tea
1.42,2.47,0.87,2.55,tea
1.42,2.47,0.88,2.55,tea
1.42,2.47,0.88,2.55,tea
1.42,2.47,0.88,2.54,tea
1.43,2.47,0.88,2.55,tea
1.42,2.47,0.88,2.55,tea
1.42,2.47,0.88,2.55,tea
1.42,2.47,0.88,2.55,tea
1.43,2.47,0.88,2.55,tea
1.43,2.47,0.88,2.55,tea
1.43,2.47,0.88,2.55,tea
1.43,2.47,0.88,2.55,tea
1.43,2.47,0.88,2.55,tea
1.43,2.47,0.88,2.55,tea
1.43,2.47,0.88,2.55,tea
1.43,2.47,0.88,2.55,tea
1.43,2.47,0.89,2.56,tea
1.43,2.48,0.88,2.56,tea
1.43,2.47,0.88,2.55,tea
1.43,2.47,0.88,2.55,tea
1.43,2.48,0.89,2.55,tea
1.44,2.48,0.89,2.56,tea
1.44,2.48,0.89,2.56,tea
1.44,2.48,0.89,2.55,tea
1.44,2.48,0.88,2.56,tea
1.44,2.48,0.89,2.56,tea
1.44,2.48,0.89,2.56,tea
1.44,2.48,0.89,2.56,tea
1.44,2.48,0.89,2.56,tea
1.44,2.48,0.89,2.56,tea
1.44,2.48,0.89,2.56,tea
1.45,2.48,0.89,2.56,tea
1.44,2.48,0.89,2.56,tea
1.44,2.48,0.89,2.56,tea
1.44,2.48,0.89,2.56,tea
1.45,2.48,0.89,2.56,tea
1.45,2.48,0.89,2.56,tea
1.44,2.49,0.89,2.57,tea
1.44,2.48,0.89,2.56,tea
1.45,2.48,0.89,2.57,tea
1.45,2.48,0.89,2.57,tea
1.45,2.48,0.9,2.57,tea
1.45,2.49,0.9,2.57,tea
1.45,2.49,0.9,2.57,tea
1.45,2.48,0.9,2.57,tea
1.45,2.49,0.9,2.57,tea
1.45,2.49,0.9,2.57,tea
1.45,2.49,0.9,2.57,tea
1.45,2.49,0.9,2.57,tea
1.45,2.49,0.9,2.57,tea
1.46,2.49,0.9,2.57,tea
1.45,2.49,0.9,2.57,tea
1.46,2.49,0.9,2.58,tea
1.46,2.49,0.9,2.57,tea
1.46,2.49,0.9,2.57,tea
1.46,2.49,0.9,2.58,tea
1.46,2.49,0.9,2.57,tea
1.46,2.49,0.9,2.57,tea
1.46,2.49,0.9,2.57,tea
1.46,2.49,0.9,2.58,tea
1.46,2.49,0.9,2.58,tea
1.47,2.49,0.9,2.58,tea
1.46,2.49,0.9,2.58,tea
1.46,2.49,0.9,2.58,tea
1.46,2.49,0.9,2.58,tea
1.47,2.49,0.9,2.58,tea
1.47,2.49,0.91,2.58,tea
0.58,1.32,0.33,0.74,background
0.59,1.33,0.33,0.75,background
0.59,1.34,0.33,0.74,background
0.59,1.34,0.33,0.74,background
0.59,1.35,0.34,0.74,background
0.59,1.35,0.34,0.74,background
0.59,1.35,0.33,0.74,background
0.59,1.35,0.33,0.74,background
0.59,1.36,0.34,0.74,background
0.59,1.36,0.33,0.75,background
0.59,1.37,0.34,0.75,background
0.6,1.38,0.34,0.74,background
0.6,1.38,0.34,0.75,background
0.59,1.39,0.34,0.75,background
0.6,1.4,0.34,0.75,background
0.6,1.4,0.34,0.75,background
0.6,1.4,0.34,0.75,background
0.6,1.4,0.34,0.75,background
0.6,1.4,0.34,0.75,background
0.6,1.4,0.34,0.75,background
0.6,1.41,0.35,0.75,background
0.6,1.41,0.35,0.75,background
0.61,1.4,0.35,0.75,background
0.61,1.41,0.35,0.75,background
0.61,1.4,0.35,0.75,background
0.61,1.4,0.35,0.75,background
0.6,1.39,0.35,0.75,background
0.61,1.39,0.35,0.75,background
0.61,1.39,0.35,0.75,background
0.61,1.39,0.35,0.75,background
0.61,1.39,0.35,0.75,background
0.6,1.38,0.35,0.74,background
0.6,1.39,0.35,0.75,background
0.61,1.38,0.35,0.75,background
0.61,1.39,0.35,0.75,background
0.61,1.39,0.35,0.75,background
0.61,1.4,0.35,0.75,background
0.61,1.41,0.35,0.75,background
0.61,1.41,0.35,0.75,background
0.61,1.42,0.35,0.75,background
0.61,1.42,0.35,0.75,background
0.62,1.43,0.35,0.75,background
0.61,1.44,0.36,0.75,background
0.62,1.44,0.35,0.75,background
0.62,1.44,0.36,0.75,background
0.62,1.45,0.36,0.75,background
0.62,1.45,0.36,0.75,background
0.62,1.45,0.36,0.75,background
0.62,1.44,0.36,0.75,background
0.62,1.45,0.36,0.75,background
0.62,1.44,0.36,0.76,background
0.62,1.44,0.36,0.75,background
0.62,1.43,0.36,0.75,background
0.62,1.42,0.36,0.75,background
0.62,1.42,0.36,0.75,background
0.61,1.4,0.36,0.75,background
0.62,1.39,0.36,0.75,background
0.62,1.38,0.35,0.75,background
0.62,1.38,0.35,0.75,background
0.62,1.37,0.35,0.75,background
0.61,1.37,0.35,0.75,background
0.61,1.36,0.35,0.75,background
0.61,1.36,0.35,0.74,background
0.61,1.35,0.35,0.75,background
0.61,1.35,0.35,0.75,background
0.61,1.35,0.34,0.74,background
0.61,1.35,0.35,0.74,background
0.6,1.34,0.35,0.74,background
0.61,1.35,0.35,0.75,background
0.6,1.34,0.35,0.74,background
0.6,1.34,0.34,0.75,background
0.61,1.34,0.35,0.74,background
0.6,1.34,0.34,0.75,background
0.61,1.34,0.34,0.75,background
0.61,1.35,0.34,0.74,background
0.6,1.35,0.34,0.75,background
0.6,1.35,0.34,0.74,background
0.6,1.35,0.34,0.74,background
0.61,1.35,0.35,0.75,background
0.61,1.35,0.35,0.75,background
0.6,1.36,0.34,0.74,background
0.61,1.35,0.34,0.75,background
0.6,1.36,0.34,0.75,background
0.6,1.36,0.34,0.74,background
0.6,1.34,0.35,0.74,background
0.6,1.35,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.6,1.33,0.34,0.74,background
0.6,1.33,0.34,0.74,background
0.6,1.33,0.34,0.75,background
0.6,1.33,0.34,0.75,background
0.59,1.33,0.34,0.75,background
0.6,1.34,0.34,0.75,background
0.6,1.34,0.34,0.75,background
0.59,1.34,0.34,0.75,background
0.6,1.34,0.34,0.75,background
0.6,1.34,0.34,0.75,background
0.6,1.34,0.34,0.75,background
0.6,1.34,0.34,0.74,background
0.6,1.35,0.34,0.75,background
0.6,1.34,0.34,0.74,background
0.59,1.35,0.34,0.74,background
0.6,1.34,0.34,0.75,background
0.6,1.34,0.34,0.75,background
0.6,1.34,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.59,1.33,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.59,1.33,0.34,0.74,background
0.59,1.34,0.34,0.74,background
0.59,1.34,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.6,1.34,0.34,0.74,background
0.59,1.34,0.34,0.75,background
0.59,1.34,0.34,0.74,background
0.59,1.34,0.34,0.74,background
0.59,1.34,0.34,0.74,background
0.59,1.34,0.34,0.74,background
0.59,1.33,0.33,0.74,background
0.59,1.34,0.34,0.74,background
0.59,1.34,0.33,0.74,background
0.59,1.34,0.34,0.74,background
0.59,1.34,0.34,0.74,background
0.59,1.35,0.34,0.74,background
0.59,1.35,0.34,0.74,background
0.59,1.34,0.34,0.74,background
0.59,1.34,0.33,0.74,background
0.59,1.34,0.34,0.74,background
0.59,1.33,0.33,0.74,background
0.59,1.33,0.33,0.74,background
0.59,1.33,0.33,0.74,background
0.59,1.33,0.33,0.74,background
0.59,1.33,0.33,0.74,background
0.59,1.34,0.33,0.74,background
0.59,1.35,0.33,0.74,background
0.59,1.36,0.34,0.74,background
0.59,1.36,0.33,0.75,background
0.59,1.37,0.34,0.75,background
0.59,1.37,0.34,0.75,background
0.6,1.38,0.34,0.74,background
0.6,1.39,0.34,0.75,background
0.6,1.4,0.34,0.75,background
0.6,1.4,0.34,0.75,background
0.6,1.4,0.35,0.75,background
0.6,1.41,0.35,0.75,background
0.6,1.42,0.35,0.75,background
0.61,1.42,0.35,0.75,background
0.6,1.42,0.35,0.75,background
0.6,1.43,0.35,0.75,background
0.6,1.43,0.35,0.75,background
0.61,1.43,0.35,0.75,background
0.61,1.42,0.35,0.75,background
0.61,1.42,0.36,0.75,background
0.61,1.41,0.35,0.75,background
0.61,1.41,0.35,0.75,background
0.61,1.41,0.35,0.74,background
0.61,1.4,0.35,0.75,background
0.61,1.39,0.35,0.75,background
0.61,1.38,0.35,0.75,background
0.6,1.38,0.35,0.75,background
0.61,1.38,0.35,0.75,background
0.61,1.37,0.35,0.75,background
0.6,1.37,0.35,0.75,background
0.6,1.37,0.35,0.75,background
0.6,1.37,0.35,0.75,background
0.6,1.38,0.35,0.75,background
